word,kana,yomi,conj,base,nai,nakatta,masu,te,ta,con,imp,vol,pot
解き放つ,ときはなつ,tokihanatsu,五段-タ行,解き放つ,解き放たない,解き放たなかった,解き放ちます,解き放って,解き放った,解き放てば,解き放て,解き放とう,解き放てる
途切れる,とぎれる,togireru,下一段-ラ行,途切れる,途切れない,途切れなかった,途切れます,途切れて,途切れた,途切れれば,途切れろ,途切れよう,途切れられる
溶く,とく,toku,五段-カ行,溶く,溶かない,溶かなかった,溶きます,溶いて,溶いた,溶けば,溶け,溶こう,溶ける
解く,とく,toku,五段-カ行,解く,解かない,解かなかった,解きます,解いて,解いた,解けば,解け,解こう,解ける
溶け落ちる,とけおちる,tokeochiru,上一段-タ行,溶け落ちる,溶け落ちない,溶け落ちなかった,溶け落ちます,溶け落ちて,溶け落ちた,溶け落ちれば,溶け落ちろ,溶け落ちよう,溶け落ちられる
溶け込む,とけこむ,tokekomu,五段-マ行,溶け込む,溶け込まない,溶け込まなかった,溶け込みます,溶け込んで,溶け込んだ,溶け込めば,溶け込め,溶け込もう,溶け込める
溶け出す,とけだす,tokedasu,五段-サ行,溶け出す,溶け出さない,溶け出さなかった,溶け出します,溶け出して,溶け出した,溶け出せば,溶け出せ,溶け出そう,溶け出せる
溶ける,とける,tokeru,下一段-カ行,溶ける,溶けない,溶けなかった,溶けます,溶けて,溶けた,溶ければ,溶けろ,溶けよう,溶けられる
解ける,とける,tokeru,下一段-カ行,解ける,解けない,解けなかった,解けます,解けて,解けた,解ければ,解けろ,解けよう,解けられる
遂げる,とげる,togeru,下一段-ガ行,遂げる,遂げない,遂げなかった,遂げます,遂げて,遂げた,遂げれば,遂げろ,遂げよう,遂げられる
閉ざす,とざす,tozasu,五段-サ行,閉ざす,閉ざさない,閉ざさなかった,閉ざします,閉ざして,閉ざした,閉ざせば,閉ざせ,閉ざそう,閉ざせる
年老いる,としおいる,toshioiru,上一段-ア行,年老いる,年老いない,年老いなかった,年老います,年老いて,年老いた,年老いれば,年老いろ,年老いよう,年老いられる
閉じ込める,とじこめる,tojikomeru,下一段-マ行,閉じ込める,閉じ込めない,閉じ込めなかった,閉じ込めます,閉じ込めて,閉じ込めた,閉じ込めれば,閉じ込めろ,閉じ込めよう,閉じ込められる
閉じ籠もる,とじこもる,tojikomoru,五段-ラ行,閉じ籠もる,閉じ籠もらない,閉じ籠もらなかった,閉じ籠もります,閉じ籠もって,閉じ籠もった,閉じ籠もれば,閉じ籠もれ,閉じ籠もろう,閉じ籠もれる
閉じる,とじる,tojiru,上一段-ザ行,閉じる,閉じない,閉じなかった,閉じます,閉じて,閉じた,閉じれば,閉じろ,閉じよう,閉じられる
途絶える,とだえる,todaeru,下一段-ア行,途絶える,途絶えない,途絶えなかった,途絶えます,途絶えて,途絶えた,途絶えれば,途絶えろ,途絶えよう,途絶えられる
嫁ぐ,とつぐ,totsugu,五段-ガ行,嫁ぐ,嫁がない,嫁がなかった,嫁ぎます,嫁いで,嫁いだ,嫁げば,嫁げ,嫁ごう,嫁げる
整う,ととのう,totonoo,五段-ワア行,整う,整わない,整わなかった,整います,整って,整った,整えば,整え,整おう,整える
整える,ととのえる,totonoeru,下一段-ア行,整える,整えない,整えなかった,整えます,整えて,整えた,整えれば,整えろ,整えよう,整えられる
届く,とどく,todoku,五段-カ行,届く,届かない,届かなかった,届きます,届いて,届いた,届けば,届け,届こう,届ける
届け出る,とどけでる,todokederu,下一段-ダ行,届け出る,届け出ない,届け出なかった,届け出ます,届け出て,届け出た,届け出れば,届け出ろ,届け出よう,届け出られる
届ける,とどける,todokeru,下一段-カ行,届ける,届けない,届けなかった,届けます,届けて,届けた,届ければ,届けろ,届けよう,届けられる
滞る,とどこおる,todokooru,五段-ラ行,滞る,滞らない,滞らなかった,滞ります,滞って,滞った,滞れば,滞れ,滞ろう,滞れる
轟かす,とどろかす,todorokasu,五段-サ行,轟かす,轟かさない,轟かさなかった,轟かします,轟かして,轟かした,轟かせば,轟かせ,轟かそう,轟かせる
唱える,となえる,tonaeru,下一段-ア行,唱える,唱えない,唱えなかった,唱えます,唱えて,唱えた,唱えれば,唱えろ,唱えよう,唱えられる
隣り合う,となりあう,tonariau,五段-ワア行,隣り合う,隣り合わない,隣り合わなかった,隣り合います,隣り合って,隣り合った,隣り合えば,隣り合え,隣り合おう,隣り合える
飛ばす,とばす,tobasu,五段-サ行,飛ばす,飛ばさない,飛ばさなかった,飛ばします,飛ばして,飛ばした,飛ばせば,飛ばせ,飛ばそう,飛ばせる
飛び上がる,とびあがる,tobiagaru,五段-ラ行,飛び上がる,飛び上がらない,飛び上がらなかった,飛び上がります,飛び上がって,飛び上がった,飛び上がれば,飛び上がれ,飛び上がろう,飛び上がれる
飛び歩く,とびあるく,tobiaruku,五段-カ行,飛び歩く,飛び歩かない,飛び歩かなかった,飛び歩きます,飛び歩いて,飛び歩いた,飛び歩けば,飛び歩け,飛び歩こう,飛び歩ける
飛び下りる,とびおりる,tobioriru,上一段-ラ行,飛び下りる,飛び下りない,飛び下りなかった,飛び下ります,飛び下りて,飛び下りた,飛び下りれば,飛び下りろ,飛び下りよう,飛び下りられる
飛び交う,とびかう,tobikau,五段-ワア行,飛び交う,飛び交わない,飛び交わなかった,飛び交います,飛び交って,飛び交った,飛び交えば,飛び交え,飛び交おう,飛び交える
飛び掛かる,とびかかる,tobikakaru,五段-ラ行,飛び掛かる,飛び掛からない,飛び掛からなかった,飛び掛かります,飛び掛かって,飛び掛かった,飛び掛かれば,飛び掛かれ,飛び掛かろう,飛び掛かれる
飛び込む,とびこむ,tobikomu,五段-マ行,飛び込む,飛び込まない,飛び込まなかった,飛び込みます,飛び込んで,飛び込んだ,飛び込めば,飛び込め,飛び込もう,飛び込める
飛び立つ,とびたつ,tobitatsu,五段-タ行,飛び立つ,飛び立たない,飛び立たなかった,飛び立ちます,飛び立って,飛び立った,飛び立てば,飛び立て,飛び立とう,飛び立てる
飛び出す,とびだす,tobidasu,五段-サ行,飛び出す,飛び出さない,飛び出さなかった,飛び出します,飛び出して,飛び出した,飛び出せば,飛び出せ,飛び出そう,飛び出せる
飛び散らす,とびちらす,tobichirasu,五段-サ行,飛び散らす,飛び散らさない,飛び散らさなかった,飛び散らします,飛び散らして,飛び散らした,飛び散らせば,飛び散らせ,飛び散らそう,飛び散らせる
飛び散る,とびちる,tobichiru,五段-ラ行,飛び散る,飛び散らない,飛び散らなかった,飛び散ります,飛び散って,飛び散った,飛び散れば,飛び散れ,飛び散ろう,飛び散れる
飛び付く,とびつく,tobitsuku,五段-カ行,飛び付く,飛び付かない,飛び付かなかった,飛び付きます,飛び付いて,飛び付いた,飛び付けば,飛び付け,飛び付こう,飛び付ける
飛び出る,とびでる,tobideru,下一段-ダ行,飛び出る,飛び出ない,飛び出なかった,飛び出ます,飛び出て,飛び出た,飛び出れば,飛び出ろ,飛び出よう,飛び出られる
飛び抜ける,とびぬける,tobinukeru,下一段-カ行,飛び抜ける,飛び抜けない,飛び抜けなかった,飛び抜けます,飛び抜けて,飛び抜けた,飛び抜ければ,飛び抜けろ,飛び抜けよう,飛び抜けられる
飛び乗る,とびのる,tobinoru,五段-ラ行,飛び乗る,飛び乗らない,飛び乗らなかった,飛び乗ります,飛び乗って,飛び乗った,飛び乗れば,飛び乗れ,飛び乗ろう,飛び乗れる
飛び跳ねる,とびはねる,tobihaneru,下一段-ナ行,飛び跳ねる,飛び跳ねない,飛び跳ねなかった,飛び跳ねます,飛び跳ねて,飛び跳ねた,飛び跳ねれば,飛び跳ねろ,飛び跳ねよう,飛び跳ねられる
飛び回る,とびまわる,tobimawaru,五段-ラ行,飛び回る,飛び回らない,飛び回らなかった,飛び回ります,飛び回って,飛び回った,飛び回れば,飛び回れ,飛び回ろう,飛び回れる
飛ぶ,とぶ,tobu,五段-バ行,飛ぶ,飛ばない,飛ばなかった,飛びます,飛んで,飛んだ,飛べば,飛べ,飛ぼう,飛べる
戸惑う,とまどう,tomadoo,五段-ワア行,戸惑う,戸惑わない,戸惑わなかった,戸惑います,戸惑って,戸惑った,戸惑えば,戸惑え,戸惑おう,戸惑える
止まる,とまる,tomaru,五段-ラ行,止まる,止まらない,止まらなかった,止まります,止まって,止まった,止まれば,止まれ,止まろう,止まれる
泊まる,とまる,tomaru,五段-ラ行,泊まる,泊まらない,泊まらなかった,泊まります,泊まって,泊まった,泊まれば,泊まれ,泊まろう,泊まれる
留まる,とまる,tomaru,五段-ラ行,留まる,留まらない,留まらなかった,留まります,留まって,留まった,留まれば,留まれ,留まろう,留まれる
富む,とむ,tomu,五段-マ行,富む,富まない,富まなかった,富みます,富んで,富んだ,富めば,富め,富もう,富める
弔う,とむらう,tomurau,五段-ワア行,弔う,弔わない,弔わなかった,弔います,弔って,弔った,弔えば,弔え,弔おう,弔える
留め置く,とめおく,tomeoku,五段-カ行,留め置く,留め置かない,留め置かなかった,留め置きます,留め置いて,留め置いた,留め置けば,留め置け,留め置こう,留め置ける
止める,とめる,tomeru,下一段-マ行,止める,止めない,止めなかった,止めます,止めて,止めた,止めれば,止めろ,止めよう,止められる
留める,とめる,tomeru,下一段-マ行,留める,留めない,留めなかった,留めます,留めて,留めた,留めれば,留めろ,留めよう,留められる
灯す,ともす,tomosu,五段-サ行,灯す,灯さない,灯さなかった,灯します,灯して,灯した,灯せば,灯せ,灯そう,灯せる
伴う,ともなう,tomonau,五段-ワア行,伴う,伴わない,伴わなかった,伴います,伴って,伴った,伴えば,伴え,伴おう,伴える
灯る,ともる,tomoru,五段-ラ行,灯る,灯らない,灯らなかった,灯ります,灯って,灯った,灯れば,灯れ,灯ろう,灯れる
捕らえる,とらえる,toraeru,下一段-ア行,捕らえる,捕らえない,捕らえなかった,捕らえます,捕らえて,捕らえた,捕らえれば,捕らえろ,捕らえよう,捕らえられる
捕らわれる,とらわれる,torawareru,下一段-ラ行,捕らわれる,捕らわれない,捕らわれなかった,捕らわれます,捕らわれて,捕らわれた,捕らわれれば,捕らわれろ,捕らわれよう,捕らわれられる
取り合う,とりあう,toriau,五段-ワア行,取り合う,取り合わない,取り合わなかった,取り合います,取り合って,取り合った,取り合えば,取り合え,取り合おう,取り合える
取り上げる,とりあげる,toriageru,下一段-ガ行,取り上げる,取り上げない,取り上げなかった,取り上げます,取り上げて,取り上げた,取り上げれば,取り上げろ,取り上げよう,取り上げられる
